"region","hbcu","tribal","urban","open","landGrant","associates","allDistance","partDistance","studyAbroad","weekend","remedial","counseling","dayCare","oncampusHousing","mealPlan","instateTuition","size","facultyRatio","grantAid","loanAid","minorityEnroll","placeEmploy","tuitionOptions"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",35420,"1-4,999",19,19063,6410,23,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29380,"1-4,999",14,15211,7608,36,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",39312,"1-4,999",13,18158,6735,14,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",29792,"1-4,999",14,12617,6572,8,"Yes","Yes"
"NE","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27947,"1-4,999",17,12256,5126,19,"Yes","Yes"
"NE","No","No","City:L","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","Yes","No",16950,"<1,000",10,8541,6708,57,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",33884,"1-4,999",13,17173,10282,11,"Yes","Yes"
"NE","No","No","Suburb:L","Yes","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",21940,"<1,000",9,16377,7150,4,"Yes","No"
"NE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",30800,"1-4,999",13,19389,6892,13,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",24720,"5-9,999",10,7172,7307,16,"Yes","Yes"
"NE","No","No","Suburb:L","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",11684,"20,000+",18,8592,6768,9,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",11725,"1-4,999",9,8418,7108,12,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",35570,"1-4,999",13,17715,6769,8,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Yes","No","No",41800,"1-4,999",10,13621,13952,14,"Yes","Yes"
"NE","No","No","Suburb:L","Yes","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","No",28250,"<1,000",12,3505,7125,13,"Yes","Yes"
"NE","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",31085,"1-4,999",13,15508,6894,21,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",39928,"<1,000",8,14396,10646,13,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",30128,"<1,000",15,17516,6971,51,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",33000,"1-4,999",17,18180,6921,13,"Yes","Yes"
"NE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",18540,"<1,000",7,5491,8770,35,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",44620,"10-19,999",14,23254,6527,11,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",30768,"1-4,999",13,15714,8939,17,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",26360,"<1,000",15,18398,7073,41,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",37540,"1-4,999",11,23383,7866,30,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","Yes","Yes",22650,"<1,000",7,12370.7417562705,7554,4,"Yes","No"
"NE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",36320,"5-9,999",7,21413,7143,13,"Yes","Yes"
"NE","No","No","City:M","No","No","Implied no","No","Implied no","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",33970,"1-4,999",12,18392,6963,11,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",38550,"1-4,999",12,21402,6559,9,"Yes","Yes"
"NE","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",33800,"5-9,999",13,17100,7356,17,"Yes","Yes"
"NE","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",30760,"1-4,999",15,13376,6782,7,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",31730,"1-4,999",12,17845,7175,14,"Yes","Yes"
"NE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",32625,"1-4,999",10,17803,7204,24,"Yes","Yes"
"NE","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",44970,"5-9,999",13,19876,7277,10,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",32810,"1-4,999",13,22461,7142,14,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",38678,"1-4,999",12,23368,7658,11,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",35386,"1-4,999",11,23067,7493,8,"Yes","Yes"
"GL","No","No","Town:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",26128,"1-4,999",9,14467,8603,31,"Yes","Yes"
"GL","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28426,"1-4,999",13,16534,6804,9,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",8640,"20,000+",19,4179,6617,17,"Yes","Yes"
"GL","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",30425,"1-4,999",13,14514,6830,7,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",11455,"20,000+",20,14688,7705,12,"Yes","Yes"
"GL","No","No","Suburb:M","No","No","Implied no","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","Yes","Yes",20000,"<1,000",11,5689,7445,8,"Yes","Yes"
"GL","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26840,"<1,000",11,15580,6627,12,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",37560,"1-4,999",10,12972,7322,14,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",15192,"5-9,999",11,13894,9046,13,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",38626,"1-4,999",10,21257,8741,19,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8888,"20,000+",18,6048,8869,24,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10836,"10-19,999",16,7180,7723,12,"Yes","Yes"
"GL","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",38430,"1-4,999",14,17188,6986,8,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",11514,"<1,000",13,3383,3788,29,"Yes","Yes"
"GL","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",25530,"1-4,999",20,19411,8846,17,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",11363,"20,000+",17,5237,6883,10,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",13650,"<1,000",8,7195,7349,19,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",23840,"1-4,999",10,16413,7554,0,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",30370,"1-4,999",11,13552,6791,11,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",12,3659,8225,29,"Yes","No"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4128,"5-9,999",18,5081,5775,15,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",42510,"1-4,999",13,25832,7339,15,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Yes","Yes","No",4365,"1-4,999",16,5007,5031,20,"Yes","Yes"
"GL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",10392,"1-4,999",15,8153,6905,4,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29580,"1-4,999",12,13302,7551,10,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",18600,"1-4,999",10,6374,8209,16,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",20500,"1-4,999",8,11528,8679,75,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",19900,"1-4,999",12,8407,9147,15,"Yes","Yes"
"GL","No","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",14401,"20,000+",12,15565,6026,9,"Yes","Yes"
"GL","No","No","City:S","No","Yes","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",14333,"20,000+",17,10141,7326,11,"Yes","Yes"
"GL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",14630,"5-9,999",12,10356,6736,3,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",10878,"5-9,999",15,6365,7448,16,"Yes","Yes"
"GL","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",9573,"5-9,999",15,6851,8924,18,"Yes","Yes"
"GL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",8952,"5-9,999",21,6718,6426,5,"Yes","Yes"
"GL","No","No","Town:R","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",5724,"1-4,999",16,3646,5940,5,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",22940,"1-4,999",14,9814,8861,14,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",12431,"20,000+",21,6270,8458,11,"Yes","Yes"
"GL","No","No","Rural:D","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","Yes","Yes",23950,"1-4,999",17,13338,7557,18,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",18960,"<1,000",12,9617,6348,4,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",17929,"<1,000",6,7464,6907,21,"No","Yes"
"GL","No","No","Rural:F","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",8530,"5-9,999",18,6028,8097,13,"Yes","Yes"
"GL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Yes","No","No",4170,"10-19,999",24,4383,5314,18,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",23320,"1-4,999",12,9155,7629,16,"Yes","Yes"
"GL","No","No","Suburb:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",24910,"1-4,999",11,10074,8203,13,"Yes","Yes"
"GL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",21610,"<1,000",11,10815,4596,14,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","No","No",12570,"1-4,999",12,5335,11342,8,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",11347,"20,000+",16,6744,7384,24,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10106,"20,000+",17,7414,7566,17,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",17075,"<1,000",8,4962,8078,21,"Yes","Yes"
"PL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",34800,"1-4,999",12,18364,8221,16,"Yes","Yes"
"PL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7360,"5-9,999",21,5264,6983,4,"Yes","Yes"
"PL","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",24720,"<1,000",9,14758,6064,5,"Yes","Yes"
"PL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",33990,"1-4,999",12,15954,7257,8,"Yes","Yes"
"PL","No","No","Suburb:M","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",35250,"1-4,999",11,19631,7552,4,"Yes","Yes"
"PL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",20750,"1-4,999",16,8483,8358,16,"Yes","Yes"
"PL","No","No","Town:D","No","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",13570,"<1,000",12,6351,5909,2,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",17775,"<1,000",7,4203,9882,2,"Yes","No"
"PL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",14040,"<1,000",11,6023,7459,11,"Yes","Yes"
"PL","No","No","Town:F","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",41140,"1-4,999",11,25396,6737,6,"Yes","Yes"
"PL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",36888,"1-4,999",13,21736,7628,13,"Yes","Yes"
"PL","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",17318,"<1,000",16,5955,6639,22,"Yes","Yes"
"PL","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6904,"10-19,999",23,5076,6513,9,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",13464,"1-4,999",8,3530,6878,14,"Yes","Yes"
"PL","No","No","City:L","No","No","Implied no","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",6563,"5-9,999",17,3713,7414,25,"No","Yes"
"PL","No","No","City:L","No","Yes","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12240,"20,000+",17,7964,6651,7,"Yes","Yes"
"PL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",10180,"1-4,999",17,7415,7172,7,"Yes","Yes"
"PL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","No",34876,"<1,000",11,16199,6544,10,"Yes","Yes"
"PL","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12320,"<1,000",11,5563,10477,8,"Yes","Yes"
"PL","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","No",15560,"<1,000",8,13920,6437,16,"Yes","Yes"
"PL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",11896,"10-19,999",17,6999,6582,4,"Yes","Yes"
"PL","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",11896,"1-4,999",12,8892,5755,6,"Yes","Yes"
"PL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",14040,"<1,000",10,6270,7800,13,"Yes","Yes"
"PL","No","No","Suburb:M","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7136,"5-9,999",18,4479,7047,6,"Yes","Yes"
"PL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",13068,"<1,000",13,2589,5285,39,"Yes","No"
"PL","No","No","City:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",21130,"1-4,999",14,10417,7168,9,"Yes","Yes"
"PL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",28390,"1-4,999",18,22650,6633,6,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Implied no","No","No",10976,"<1,000",20,4443,11479,6,"Yes","No"
"PL","No","No","Town:R","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",15900,"<1,000",13,9465,7634,6,"Yes","No"
"PL","No","No","Suburb:M","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",39850,"1-4,999",12,23825,6981,9,"Yes","Yes"
"PL","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6820,"10-19,999",23,5089,6678,9,"Yes","Yes"
"PL","No","No","Rural:F","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",39530,"1-4,999",12,23023,6738,9,"Yes","Yes"
"PL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",30830,"5-9,999",18,16705,7619,12,"No","Yes"
"PL","No","No","Town:D","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",42940,"1-4,999",12,25056,6346,7,"Yes","Yes"
"PL","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",23540,"1-4,999",18,10643,7176,12,"Yes","Yes"
"PL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",33784,"1-4,999",15,16944,7553,6,"Yes","Yes"
"PL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",37264,"10-19,999",14,17092,6810,7,"Yes","Yes"
"PL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",29502,"1-4,999",10,19949,8464,15,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",9360,"5-9,999",17,4448,7413,8,"Yes","Yes"
"PL","No","No","City:L","No","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Implied no","No","No",18197,"1-4,999",10,4874,7516,8,"Yes","Yes"
"PL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7103,"5-9,999",20,4684,6729,5,"Yes","Yes"
"SE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",21626,"1-4,999",11,7360,9296,51,"Yes","Yes"
"SE","No","No","Rural:D","No","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",9518,"<1,000",11,7398,6682,12,"No","Yes"
"SE","No","No","Town:R","No","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",6012,"1-4,999",14,5564,7206,36,"Yes","No"
"SE","No","No","City:M","No","No","Implied no","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",33306,"<1,000",9,23680,7186,15,"Yes","Yes"
"SE","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",7344,"20,000+",18,8078,6643,16,"Yes","No"
"SE","No","No","Town:R","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5681,"1-4,999",14,5812,7824,36,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",15242,"5-9,999",15,10240,7475,21,"Yes","Yes"
"SE","No","No","Town:R","No","Yes","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7502,"20,000+",19,7851,7435,23,"Yes","No"
